companyName,contractType,experienceLevel,location,salary,sector,job_title,extracted_skills,day,month,year
KPMG France,Full-time,Associate,Courbevoie,45750.0,Financial Services,Cybersecurity Engineer,"['Microsoft Purview', 'Digital Guardian', 'Microsoft Defender 365', 'MITRE', 'CVE', 'CVSS']",11,10,2024
TieTalent,Full-time,Entry level,Toulouse,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Yocto', 'SELinux', 'Azure']",13,10,2024
Institut F2I,Full-time,Entry level,Paris,45750.0,Higher Education,Cybersecurity Engineer,"['CC', 'Linux']",13,9,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['PKI'],5,10,2024
LesJeudis,Temporary,Entry level,Courbevoie,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,26,7,2024
TieTalent,Full-time,Entry level,Évry,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,10,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,13,10,2024
TieTalent,Full-time,Entry level,Paris,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
LesJeudis,Temporary,Entry level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,15,9,2024
Nexoris,Other,Associate,Le,45750.0,Human Resources Services,Cybersecurity Engineer,,2,10,2024
LesJeudis,Temporary,Entry level,Courbevoie,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['EDR', 'SIEM', 'IAM']",11,10,2024
TieTalent,Full-time,Entry level,Rennes,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Arduino', 'Raspberry Pi', 'PLC', 'Schneider', 'Siemens', 'Creuzet', 'Industrial Shields']",5,10,2024
TieTalent,Full-time,Entry level,Vélizy-Villacoublay,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Capgemini Engineering,Full-time,Associate,Toulouse,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,17,9,2024
AK Recrutement,Full-time,Entry level,Mionnay,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['Checkpoint R81', 'CCSE', 'CCSA', 'DDOS Protector', 'Radware', 'VPN IPSec', 'IPABLES']",24,9,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
TieTalent,Full-time,Entry level,Suresnes,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,['PAM'],5,10,2024
TieTalent,Full-time,Entry level,Colomiers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
METEOJOB by CleverConnect,Full-time,Entry level,Pecqueuse,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,21,9,2024
2i Academy,Contract,Internship,Mougins,45750.0,Higher Education,Cybersecurity Engineer,"['Java', 'JavaScript', 'Powershell', 'Bash']",31,8,2024
AGH Consulting,Full-time,Mid-Senior level,Île-de-France,45750.0,Telecommunications,Cybersecurity Engineer,"['Azure', 'AWS']",13,10,2024
LesJeudis,Temporary,Entry level,Colomiers,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,21,9,2024
Michael Page,Full-time,Entry level,Rennes,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['HMI', 'PC', 'IAM', 'Firewall']",23,9,2024
TOHTEM IT,Full-time,Mid-Senior level,Toulouse,50000.0,Computer and Network Security,Cybersecurity Engineer,,13,10,2024
LesJeudis,Temporary,Entry level,Puteaux,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['XDR', 'NDR', 'SOC', 'CTI']",18,9,2024
Edvance,Full-time,Associate,Lyon,45000.0,Industrial Machinery Manufacturing,Cybersecurity Engineer,,11,10,2024
L'Usine Nouvelle,Full-time,Entry level,Le,45750.0,Newspaper Publishing,Cybersecurity Engineer,,20,9,2024
TieTalent,Full-time,Entry level,Vélizy-Villacoublay,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
TieTalent,Full-time,Mid-Senior level,Brétigny-sur-Orge,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['SIEM', 'IAM', 'NIST', 'ISO']",5,10,2024
TieTalent,Full-time,Entry level,Bruyères-le-Châtel,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,6,10,2024
LesJeudis,Temporary,Entry level,Cesson-Sévigné,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,['Linux'],26,7,2024
Michael Page,Full-time,Entry level,Puteaux,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['XDR', 'NDR']",18,9,2024
Eviden,Full-time,Mid-Senior level,Bezons,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,17,9,2024
École Polytechnique,Contract,Not Applicable,Palaiseau,45750.0,Higher Education and Research Services,Cybersecurity Engineer,,11,10,2024
LesJeudis,Temporary,Entry level,Courbevoie,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['IEC 62443', 'IEC 61850', 'NIS', 'NIST', 'ISO 27001', '27002', '27005', 'ENISA']",20,9,2024
AquisIT,Full-time,Mid-Senior level,Paris,70000.0,Staffing and Recruiting,Cybersecurity Engineer,,13,10,2024
Enedis,Full-time,Not Applicable,Courbevoie,45750.0,Utilities,Cybersecurity Engineer,"['SAML v2', 'OpenID Connect', 'UMA2', 'FIDO', 'WebAuthN', 'token Binding', 'PKCE']",5,10,2024
Ringover,Full-time,Mid-Senior level,Paris,45750.0,Software Development,Cybersecurity Engineer,"['BURP', 'Binary Ninja', 'Port Swigger', 'Linux']",24,9,2024
MyDigitalSchool,Contract,Internship,Angers,45750.0,Higher Education,Cybersecurity Engineer,,11,10,2024
LesJeudis,Temporary,Entry level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,['CyberArk Conjur'],31,8,2024
GROUPAMA - G2S,Full-time,Entry level,Écully,45750.0,Insurance,Cybersecurity Engineer,"['Cloud', 'Firewall']",26,9,2024
TieTalent,Full-time,Entry level,Colombes,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['C', 'Yocto', 'Buildroot', 'Git', 'ZephyrOS', 'Linux', 'STM32', 'Secure Boot', 'PKI', 'OpenSS', 'Radius']",5,10,2024
L'Usine Nouvelle,Full-time,Entry level,Lyon,45750.0,Newspaper Publishing,Cybersecurity Engineer,"['BIM', 'PLM']",20,9,2024
BPCE Solutions informatiques,Full-time,Associate,Charenton-le-Pont,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,3,8,2024
Viveris,Full-time,Associate,Rungis,45750.0,Industrial Machinery Manufacturing,Cybersecurity Engineer,,10,10,2024
TOHTEM,Full-time,Entry level,Toulouse,45750.0,Research Services,Cybersecurity Engineer,"['IIS', 'BitLocker', 'Microsoft', 'SQL Server']",1,10,2024
APIXIT,Full-time,Mid-Senior level,Les,45750.0,"IT Services and IT Consulting, Computer and Network Security, and Computer Networking Products",Cybersecurity Engineer,"['Endpoint', 'Antivirus', 'EDR']",8,10,2024
TieTalent,Full-time,Entry level,Lyon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['BIM', 'PLM']",5,10,2024
SUEZ,Full-time,Mid-Senior level,Courbevoie,45750.0,Environmental Services,Cybersecurity Engineer,"['Azure', 'AD', 'LDAP', 'HTTPS', 'DNS', 'Linux', 'Windows']",12,6,2024
TieTalent,Full-time,Entry level,Nantes,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Thales,Full-time,Not Applicable,Pecqueuse,45750.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Cybersecurity Engineer,,12,10,2024
DSP Digital School of Paris,Contract,Internship,Paris,15006.0,Higher Education,Cybersecurity Engineer,"['C', 'Linux']",14,9,2024
Onepoint,Full-time,Entry level,Aix-en-Provence,45750.0,Business Consulting and Services,Cybersecurity Engineer,,9,10,2024
OpenClassrooms,Internship,Not Applicable,Lille,15030.0,Education,Cybersecurity Engineer,,8,10,2024
OpenClassrooms,Internship,Not Applicable,Bernay,15030.0,Education,Cybersecurity Engineer,,8,10,2024
LesJeudis,Temporary,Entry level,Courbevoie,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,1,10,2024
Capgemini Engineering,Full-time,Associate,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,2,10,2024
TieTalent,Full-time,Mid-Senior level,Lille,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Python', 'Powershell', 'ELK']",13,10,2024
TieTalent,Full-time,Entry level,Cesson-Sévigné,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,30,9,2024
NAAREA,Full-time,Not Applicable,Nanterre,45750.0,Engineering Services,Cybersecurity Engineer,,28,6,2024
TieTalent,Full-time,Entry level,Gennevilliers,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,13,10,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,9,10,2024
TieTalent,Full-time,Mid-Senior level,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['ISO 27001', '27002', '27005', 'NIST', 'OSA', 'MITRE']",9,10,2024
Michael Page,Full-time,Entry level,Boulogne-Billancourt,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['SIEM', 'EDR', 'Python', 'Bash', 'PowerShell']",24,7,2024
TieTalent,Full-time,Entry level,Montigny-le-Bretonneux,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,5,10,2024
Kaino,Full-time,Entry level,Clichy,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['HTTP', 'DNS', 'Javascript', 'WAF', 'VCL']",16,9,2024
TieTalent,Full-time,Entry level,Valbonne,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Python', 'Java', 'Git', 'Azure DevOps', 'EBIOS', 'MEHARI', 'ISO 27000', 'CSF']",5,10,2024
AK Recrutement,Full-time,Entry level,Grenoble,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['IEC 62304', 'IEC 81001', 'ISO 14971', 'AAMI TIR 57', 'ISO13485']",12,2,2024
Kariera.fr,Full-time,Entry level,Courbevoie,45750.0,Human Resources Services,Cybersecurity Engineer,"['IEC 62443', 'IEC 61850', 'NIS', 'NIST', 'ISO 27001', 'ISO 27002', 'ISO 27005', 'ENISA']",20,9,2024
SOLENT SAS,Contract,Not Applicable,La,45750.0,Information Technology & Services,Cybersecurity Engineer,"['C', 'Yocto', 'Buildroot', 'Git', 'ZephyrOS', 'Linux', 'STM32', 'Secure Boot', 'PKI', 'OpenSS', 'Radius']",3,9,2024
LesJeudis,Temporary,Entry level,Colomiers,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,26,7,2024
Enedis,Full-time,Not Applicable,Courbevoie,45750.0,Utilities,Cybersecurity Engineer,"['Cisco', 'Nexus', 'ACI', 'HP', 'F5', 'Fortinet', 'SANS', 'CISSP']",5,10,2024
TieTalent,Full-time,Entry level,Le,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,,8,10,2024
Valeo,Full-time,Mid-Senior level,Créteil,45750.0,Motor Vehicle Parts Manufacturing,Cybersecurity Engineer,"['AWS', 'Google Cloud Platform', 'EBIOS', 'Mehari', 'ISALM', 'PLM']",25,9,2024
Michael Page,Full-time,Entry level,St.-Ouen,45750.0,Staffing and Recruiting,Cybersecurity Engineer,['SIEM'],24,9,2024
AK Recrutement,Full-time,Associate,Grenoble,50000.0,Staffing and Recruiting,Cybersecurity Engineer,"['IEC 62304', 'IEC 8100151', 'IEC 14971', 'AAMI TIR 57', 'ISO13485']",21,9,2024
RETHIC,Full-time,Entry level,Vienne,45000.0,Staffing and Recruiting,Cybersecurity Engineer,"['C', 'C', 'Java', 'JavaScript', 'Windows', 'macOS', 'Linux', 'Android', 'iOS']",13,10,2024
Devoteam | Cyber Trust,Full-time,Not Applicable,Lyon,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,26,9,2024
METEOJOB by CleverConnect,Full-time,Entry level,Rueil-Malmaison,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Firewall', 'SWG', 'Email protection', 'Reverse proxy', 'IPS', 'EDR', 'XDR', 'SIEM']",25,9,2024
Kariera.fr,Full-time,Mid-Senior level,Puteaux,45750.0,Human Resources Services,Cybersecurity Engineer,"['Azure', 'AWS']",28,9,2024
LesJeudis,Temporary,Entry level,St.-Ouen,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['SIEM', 'firewall', 'IDS/IPS']",24,9,2024
L'Usine Nouvelle,Full-time,Entry level,Montigny-le-Bretonneux,45750.0,Newspaper Publishing,Cybersecurity Engineer,"['BIM', 'PLM']",20,9,2024
AK Recrutement,Full-time,Entry level,Grenoble,45750.0,Research Services,Cybersecurity Engineer,,26,8,2024
Kicklox - Plateforme de matching entre talents tech & porteurs de projets,Contract,Entry level,Colombier-Saugnieu,45750.0,"Engines and Power Transmission Equipment Manufacturing, Aviation and Aerospace Component Manufacturing, and Aviation and Aerospace Component Manufacturing",Cybersecurity Engineer,,4,9,2024
LesJeudis,Temporary,Entry level,Le,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['ESX', 'VMWare', 'Linux', 'Windows']",20,8,2024
Michael Page,Full-time,Entry level,Courbevoie,45750.0,Staffing and Recruiting,Cybersecurity Engineer,"['IEC 62443', 'IEC 61850', 'NIS', 'NIST', 'ISO 27001', '27002', '27005', 'ENISA']",13,10,2023
Thales,Full-time,Not Applicable,Pecqueuse,45750.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Cybersecurity Engineer,['Linux'],13,10,2024
Extia,Full-time,Entry level,Metz,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['python', 'json', 'Rapid 7', 'ELK']",4,10,2024
CENTHYS,Full-time,Mid-Senior level,Vélizy-Villacoublay,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,9,10,2024
Viveris,Internship,Entry level,Rungis,17400.0,Software Development,Cybersecurity Engineer,"['RUST', 'Linux', 'iMX8M', 'UML', 'Git', 'Gitlab CI', 'Jenkins', 'Docker', 'RobotFramework', 'Tuleap', 'Yocto', 'SCRUM', 'Agile']",9,10,2024
TieTalent,Full-time,Entry level,Colombes,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Java', 'Spring Boot', 'Spring Batch', 'Sprint Security', 'Reactjs', 'PostgreSQL', 'Oracle Database', 'Elasticsearch', 'Cloud Azure', 'AWS', 'Google Cloud', 'GitLab', 'Docker', 'Kubernetes', 'Jenkins']",8,10,2024
TieTalent,Full-time,Entry level,Courbevoie,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['Cisco', 'Nexus', 'ACI', 'HP', 'F5', 'Fortinet', 'SDN', 'SDWAN', 'Infra As A Code', 'SANS', 'CISSP', 'EBIOS', 'RM', 'ISO 27005', 'ANSSI', 'NIST', 'MITRE']",9,10,2024
LesJeudis,Temporary,Entry level,Le,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,8,10,2024
BPCE Infogérance & Technologies,Full-time,Entry level,Charenton-le-Pont,45750.0,Financial Services,Cybersecurity Engineer,,11,10,2024
TieTalent,Full-time,Entry level,Lyon,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['C', 'Linux', 'STM32H5', 'ARM Cortex', 'M33', 'FreeRTOS', 'UML']",5,10,2024
Stroople,Full-time,Mid-Senior level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,13,10,2024
Stroople,Full-time,Entry level,Paris,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,11,10,2024
LesJeudis,Temporary,Entry level,Nantes,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,['EBIOS 2010'],20,9,2024
Extia,Full-time,Mid-Senior level,Metz,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['python', 'json', 'Rapid 7', 'ELK']",4,10,2024
B-Hive Engineering,Full-time,Entry level,Strasbourg,45750.0,Business Consulting and Services,Cybersecurity Engineer,,23,9,2024
LesJeudis,Temporary,Entry level,Cesson-Sévigné,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,21,9,2024
Cnav,Full-time,Associate,Tours,45750.0,Government Administration,Cybersecurity Engineer,,1,10,2024
DCNS,Full-time,Entry level,Toulon,45750.0,Defense and Space Manufacturing,Cybersecurity Engineer,,7,10,2024
Schneider Electric,Temporary,Not Applicable,Eybens,45750.0,Automation Machinery Manufacturing,Cybersecurity Engineer,,11,10,2024
Ingram Micro,Full-time,Entry level,Courbevoie,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,['Microsoft'],4,10,2024
emagine,Full-time,Not Applicable,Suresnes,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['PAM (Priviled Access Management)', 'Bastion']",30,9,2024
MAIF,Full-time,Entry level,Niort,45750.0,Insurance,Cybersecurity Engineer,,14,6,2024
MBDA,Full-time,Entry level,Le,45750.0,Defense and Space Manufacturing,Cybersecurity Engineer,,28,9,2024
CS GROUP,Full-time,Not Applicable,Le,45750.0,"Software Development, IT Services and IT Consulting, and Business Consulting and Services",Cybersecurity Engineer,,29,7,2024
TieTalent,Full-time,Entry level,Limours,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['ANSIBLE', 'RHEL', 'Linux']",9,10,2024
Oil and Gas Job Search Ltd,Full-time,Entry level,Eybens,45750.0,Oil and Gas,Cybersecurity Engineer,,11,10,2024
LesJeudis,Temporary,Mid-Senior level,Roissy-en-France,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,5,10,2024
VINCI,Full-time,Not Applicable,Saint-Aignan-Grandlieu,45750.0,Construction,Cybersecurity Engineer,,19,6,2024
Armée de l’air et de l’espace,Full-time,Entry level,St.-Dizier,45750.0,"Defense and Space Manufacturing, Aviation and Aerospace Component Manufacturing, and Armed Forces",Cybersecurity Engineer,,22,8,2024
TieTalent,Full-time,Entry level,Colombes,45750.0,"Technology, Information and Internet",Cybersecurity Engineer,"['C', 'AIDL', 'HIDL', 'Shell', 'Linux', 'Git', 'GitLab', 'Jira', 'Confluence', 'Jenkins']",5,10,2024
Thales,Full-time,Not Applicable,Gennevilliers,45750.0,Aviation and Aerospace Component Manufacturing and Defense and Space Manufacturing,Cybersecurity Engineer,,8,10,2024
Extia,Full-time,Entry level,Lille,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,"['Python', 'Powershell', 'ELK']",10,10,2024
EPSI - L'école d'ingénierie informatique,Contract,Internship,Grenoble,45750.0,Education Administration Programs,Cybersecurity Engineer,,11,10,2024
Valeo,Full-time,Entry level,Bobigny,45750.0,Motor Vehicle Parts Manufacturing,Cybersecurity Engineer,['ISO 21434'],12,10,2024
LesJeudis,Temporary,Entry level,Courbevoie,45750.0,IT Services and IT Consulting,Cybersecurity Engineer,,26,7,2024
Viveris,Full-time,Associate,Rungis,45750.0,Software Development,Cybersecurity Engineer,"['Ubuntu', 'Debian', 'Shell', 'POSIX']",9,10,2024
Valeo,Full-time,Entry level,Bobigny,45750.0,Motor Vehicle Parts Manufacturing,Cybersecurity Engineer,"['ISO 21434', 'TARATVRA']",29,9,2024
CEA,Full-time,Not Applicable,Bruyères-le-Châtel,45750.0,Research Services,Cybersecurity Engineer,,10,10,2024
Jooble,Full-time,Entry level,St.-Ouen,45750.0,Software Development,Cybersecurity Engineer,"['SIEM', 'firewall', 'IDS', 'IPS']",13,10,2024
CELAD,Full-time,Associate,Montpellier,40000.0,IT Services and IT Consulting,Cybersecurity Engineer,"['CyberArk', 'Conjur']",11,10,2024
